TICKER	DATA PRIMA QUOTAZIONE	DATA ULTIMA QUOTAZIONE	VARIAZIONE PERCENTUALE	PREZZO MINIMO	PREZZO MASSIMO
MOFG	2008-02-04	2018-08-24	84.658%	10.000	9.990
MOGO	2018-01-16	2018-08-24	-32.168%	2.210	5.659
MOH	2003-07-02	2018-08-24	935.675%	10.747	99.160
MOMO	2007-05-01	2018-08-24	-21.009%	0.050	9.980
MOR	2018-04-19	2018-08-24	10.718%	24.900	35.900
MORN	2005-05-03	2018-08-24	585.237%	100.000	99.680
MOS	1988-01-26	2018-08-24	157.739%	10.000	99.960
MOSY	2001-07-17	2018-08-24	-99.251%	0.550	99.900
MOTS	2018-02-14	2018-08-24	11.416%	3.750	9.500
MOV	1993-09-30	2018-08-24	1264.732%	10.000	9.995
MOXC	2014-04-10	2018-08-24	-77.312%	1.066	9.900
MPA	1992-11-04	2018-08-24	-12.200%	10.000	9.940
MPAA	1994-03-23	2018-08-24	236.516%	0.406	9.990
MPAC	2017-05-26	2018-08-24	3.093%	10.000	9.920
MPB	1997-12-04	2018-08-24	24.245%	10.000	9.990
MPC	2011-06-24	2018-08-24	350.040%	13.175	83.860
MPCT	2016-04-22	2018-08-24	19.401%	45.350	62.842
MPLX	2012-10-26	2018-08-24	33.640%	16.340	85.570
MPO	2012-04-20	2018-08-24	-92.093%	0.050	99.500
MPV	1988-10-24	2018-08-24	47.700%	10.000	9.990
MPVD	1996-05-01	2018-08-24	-64.540%	0.219	9.840
MPW	2005-07-08	2018-08-24	35.545%	10.000	9.990
MPWR	2004-11-19	2018-08-24	1396.341%	10.000	99.880
MPX	2001-03-01	2018-08-24	924.065%	1.069	9.990
MQT	1992-09-21	2018-08-24	-19.667%	10.030	9.990
MQY	1992-07-20	2018-08-24	-8.133%	10.000	9.990
MRAM	2016-10-07	2018-08-24	8.853%	10.034	9.990
MRC	2012-04-12	2018-08-24	-5.656%	10.020	9.970
MRCC	2012-10-25	2018-08-24	-10.098%	10.020	16.370
MRCY	1998-01-30	2018-08-24	887.619%	10.000	9.990
MRIN	2013-03-22	2018-08-24	-96.705%	10.050	99.890
MRK	1970-01-02	2018-08-24	4368.207%	1.021	96.688
MRLN	2003-11-12	2018-08-24	76.471%	1.190	9.980
MRNS	2007-12-27	2018-08-24	12922.003%	0.042	99.980
MRO	1970-01-02	2018-08-24	257.944%	10.000	9.991
MRSN	2017-06-28	2018-08-24	-5.714%	10.030	23.957
MRT	2000-04-14	2018-08-24	133.333%	1.700	9.990
MRTN	1986-09-25	2018-08-24	2041.827%	0.257	9.990
MRTX	2013-07-15	2018-08-24	731.206%	10.100	9.970
MRUS	2016-05-19	2018-08-24	97.809%	10.000	9.980
MRVL	2000-06-30	2018-08-24	43.789%	1.984	9.990
MS	1993-02-23	2018-08-24	521.161%	10.000	99.875
MSA	1980-03-17	2018-08-24	4991.718%	1.806	99.980
MSB	1980-03-17	2018-08-24	99.292%	1.000	9.990
MSBF	2007-06-21	2018-08-24	84.716%	10.000	9.980
MSBI	2016-05-24	2018-08-24	59.452%	20.800	37.581
MSCI	2007-11-15	2018-08-24	566.743%	100.120	99.880
MSD	1993-07-16	2018-08-24	-41.467%	10.000	9.990
MSEX	1980-03-17	2018-08-24	2491.439%	1.781	9.938
MSF	1991-10-25	2018-08-24	6.933%	10.000	9.980
MSFT	1986-03-13	2018-08-24	111397.143%	0.089	99.990
MSG	2010-01-25	2018-08-24	1263.799%	139.100	87.270
MSGN	2010-01-25	2018-08-24	277.362%	10.051	9.997
MSI	1977-01-03	2018-08-24	2160.423%	10.025	99.980
MSL	1993-04-19	2018-08-24	863.463%	1.459	9.990
MSM	1995-12-15	2018-08-24	609.773%	10.000	99.940
MSON	1992-01-23	2018-08-24	346.400%	0.333	9.990
MSP	2005-04-27	2018-08-24	-40.200%	10.000	9.990
MSTR	1998-06-11	2018-08-24	41.699%	10.030	996.250
MT	1997-08-07	2018-08-24	-64.557%	10.020	99.960
MTB	1980-03-17	2018-08-24	32701.859%	0.469	99.950
MTBC	2014-07-23	2018-08-24	8.178%	0.290	5.440
MTBCP	2015-11-04	2018-08-24	9.268%	22.210	40.030
MTCH	2015-11-19	2018-08-24	242.062%	10.060	9.990
MTD	1997-11-14	2018-08-24	3718.487%	100.090	99.990
MTDR	2012-02-02	2018-08-24	177.532%	10.000	9.990
MTEC	2018-02-26	2018-08-24	4.886%	10.030	9.950
MTEM	2005-02-04	2018-08-24	-98.918%	10.120	999.900
MTEX	1999-02-16	2018-08-24	-90.920%	10.000	99.900
MTFB	2016-11-18	2018-08-24	55.510%	10.000	9.990
MTG	1991-08-07	2018-08-24	78.326%	0.660	9.970
MTGE	2011-08-04	2018-08-24	9.180%	12.010	26.710
MTGEP	2014-05-19	2018-08-24	3.807%	22.010	27.420
MTH	1988-07-26	2018-08-24	476.000%	0.609	96.500
MTL	2004-10-29	2018-08-24	-79.878%	0.840	99.960
MTLS	2014-06-25	2018-08-24	19.394%	10.000	9.980
MTN	1997-02-04	2018-08-24	1212.711%	10.190	99.600
MTOR	2000-07-10	2018-08-24	24.303%	0.320	9.940
MTP	2015-12-07	2018-08-24	-92.109%	0.450	8.090
MTR	1980-03-17	2018-08-24	-56.507%	10.000	9.990
MTRN	1980-03-17	2018-08-24	659.403%	10.000	9.950
MTRX	1990-09-26	2018-08-24	425.538%	1.375	9.990
MTSC	1980-03-17	2018-08-24	1516.923%	1.111	9.990
MTSI	2012-03-15	2018-08-24	11.241%	10.010	65.990
MTSL	1997-05-21	2018-08-24	-89.871%	0.450	9.938
MTT	2009-03-27	2018-08-24	5.650%	18.600	25.960
MTW	1990-03-26	2018-08-24	1491.551%	1.141	9.982
MTX	1992-10-23	2018-08-24	705.294%	10.000	9.938
MTZ	1980-03-17	2018-08-24	895.921%	0.694	9.990
MU	1984-06-01	2018-08-24	3489.381%	0.338	97.500
MUA	1993-07-16	2018-08-24	-11.133%	10.000	9.980
MUC	1998-03-02	2018-08-24	-12.333%	10.000	9.970
MUE	1999-03-09	2018-08-24	-21.355%	10.000	9.960
MUFG	2018-01-16	2018-08-24	-25.403%	5.490	8.110
MUH	2018-01-16	2018-08-24	-2.749%	13.580	14.660
MUI	2003-07-30	2018-08-24	-11.733%	10.040	9.990
MUJ	1998-03-12	2018-08-24	-14.314%	10.080	9.990
MUR	1980-03-17	2018-08-24	387.680%	10.012	9.998
MUS	1998-05-04	2018-08-24	-20.727%	10.000	9.980
MUSA	2013-08-19	2018-08-24	121.364%	36.120	89.690
MUX	1980-05-07	2018-08-24	552.597%	0.024	9.870
MVBF	2012-08-27	2018-08-24	53.191%	10.250	20.400
MVC	2000-06-26	2018-08-24	-51.325%	10.000	9.990
MVCD	2017-11-20	2018-08-24	1.550%	24.960	27.250
MVIS	1996-08-27	2018-08-24	-97.524%	0.890	99.920
MVO	2007-01-19	2018-08-24	-55.074%	10.000	9.990
MVT	1993-04-12	2018-08-24	-7.333%	10.000	9.990
MWA	2006-05-26	2018-08-24	-29.851%	1.480	9.990
MX	2011-03-11	2018-08-24	-20.771%	10.000	9.990
MXE	1990-08-15	2018-08-24	-2.638%	10.000	9.990
MXF	1981-06-04	2018-08-24	40.395%	1.896	9.955
MXIM	1988-02-29	2018-08-24	16366.667%	0.328	90.125
MXL	2010-03-24	2018-08-24	1.176%	10.000	9.990
MXWL	1983-03-18	2018-08-24	-69.979%	10.000	9.990
MYC	1992-03-16	2018-08-24	-9.220%	10.000	9.990
MYD	1991-12-16	2018-08-24	-7.533%	10.060	9.990
MYE	1980-03-17	2018-08-24	7687.839%	0.264	9.997
MYF	1992-03-16	2018-08-24	-7.000%	10.030	9.930
MYGN	1995-10-06	2018-08-24	804.558%	1.438	9.990
MYI	1992-04-13	2018-08-24	-17.333%	10.000	9.990
MYJ	1992-05-18	2018-08-24	-10.333%	10.000	9.980
MYL	1980-03-17	2018-08-24	2578.538%	1.000	9.978
MYN	1992-03-16	2018-08-24	-19.661%	10.000	9.970
MYND	1999-07-23	2018-08-24	-99.999%	1.149	96.000
MYOK	2015-10-29	2018-08-24	476.923%	10.000	9.975
MYOS	2010-11-01	2018-08-24	-89.440%	1.020	9.950
MYOV	2016-10-27	2018-08-24	63.952%	10.010	25.540
MYRG	2008-08-13	2018-08-24	111.205%	10.000	9.990
MYSZ	2016-08-09	2018-08-24	-84.808%	0.570	7.770
MZOR	2013-05-28	2018-08-24	342.212%	10.000	9.980
NAC	1999-05-26	2018-08-24	-11.207%	10.000	9.990
NAD	1999-05-26	2018-08-24	-12.133%	10.000	9.980
NAII	1993-10-28	2018-08-24	12.571%	1.080	9.990
NAKD	2013-02-15	2018-08-24	-89.328%	0.821	9.996
NAN	1999-05-26	2018-08-24	-16.467%	10.010	9.970
NANO	1984-11-28	2018-08-24	469.548%	0.250	9.990
NAO	2014-06-12	2018-08-24	-93.836%	0.710	9.980
NAOV	2015-05-28	2018-08-24	31.429%	3.300	8.500
NAP	2007-12-27	2018-08-24	13.589%	0.139	9.982
NAT	1997-09-30	2018-08-24	-87.517%	1.820	9.999
NATH	1993-02-26	2018-08-24	779.518%	10.000	99.900
NATI	1995-03-14	2018-08-24	1047.162%	10.000	9.963
NATR	2009-06-25	2018-08-24	169.231%	10.000	9.990
NAUH	2008-01-08	2018-08-24	-87.482%	0.760	9.990
NAV	1970-01-02	2018-08-24	-83.801%	10.000	98.750
NAVG	1986-06-19	2018-08-24	969.231%	10.000	9.990
NAVI	2014-04-17	2018-08-24	-21.836%	10.030	9.980
NAZ	1992-11-19	2018-08-24	-16.733%	10.000	9.900
NBB	2010-04-28	2018-08-24	2.550%	17.340	23.300
NBD	2010-11-24	2018-08-24	10.650%	18.010	23.490
NBEV	2014-08-07	2018-08-24	-24.571%	0.190	7.200
NBHC	2012-09-20	2018-08-24	107.296%	17.690	41.440
NBIX	1996-05-23	2018-08-24	849.680%	1.940	99.940
NBL	1980-03-17	2018-08-24	786.533%	1.763	9.998
NBLX	2016-09-15	2018-08-24	76.718%	26.000	57.980
NBN	1987-08-19	2018-08-24	352.069%	10.000	9.990
NBR	1980-03-17	2018-08-24	-32.000%	0.188	9.990
NBRV	2015-09-18	2018-08-24	-79.381%	10.000	9.990
NBTB	1992-03-17	2018-08-24	575.361%	10.000	9.994
NC	1977-06-17	2018-08-24	5930.584%	0.368	9.997
NCA	1987-10-07	2018-08-24	-0.513%	10.000	9.990
NCB	2009-04-28	2018-08-24	2.800%	12.230	19.590
NCBS	2013-05-17	2018-08-24	248.438%	15.710	61.980
NCI	1996-10-04	2018-08-24	79.400%	10.000	9.990
NCLH	2013-01-18	2018-08-24	114.078%	24.160	64.270
NCMI	2007-02-08	2018-08-24	-64.628%	10.000	9.890
NCNA	2017-09-28	2018-08-24	61.362%	10.020	32.000
NCOM	2015-03-19	2018-08-24	115.436%	20.500	48.600
NCR	1996-12-11	2018-08-24	57.841%	10.000	9.990
NCS	1992-04-03	2018-08-24	-7.038%	10.000	99.850
NCSM	2017-04-28	2018-08-24	-19.540%	12.570	29.070
NCTY	2004-12-15	2018-08-24	-98.492%	0.830	99.900
NCV	2003-03-31	2018-08-24	-52.765%	10.000	9.990
NCZ	2003-07-29	2018-08-24	-58.867%	10.000	9.990
NDAQ	2002-07-01	2018-08-24	531.533%	10.000	96.190
NDLS	2013-06-28	2018-08-24	-68.435%	10.010	9.990
NDP	2012-07-27	2018-08-24	-48.082%	10.020	9.970
NDRA	2017-06-30	2018-08-24	-33.846%	1.550	5.880
NDRO	2011-11-03	2018-08-24	-84.008%	1.770	9.900
NDSN	1980-03-18	2018-08-24	9130.264%	0.889	99.920
NE	1985-09-23	2018-08-24	219.812%	0.656	9.998
NEA	2003-01-16	2018-08-24	-13.454%	10.000	9.940
NEBU	2018-03-06	2018-08-24	0.767%	10.090	9.724
NEE	1980-03-17	2018-08-24	3004.719%	10.000	99.940
NEM	1980-03-17	2018-08-24	211.981%	10.000	9.967
NEO	2004-03-16	2018-08-24	3062.791%	0.120	9.930
NEOG	1989-08-23	2018-08-24	9885.253%	0.245	9.996
NEON	1992-03-03	2018-08-24	-99.983%	0.250	992.188
NEOS	2015-07-23	2018-08-24	-72.620%	10.000	9.990
NEP	2014-06-27	2018-08-24	52.344%	19.340	50.656
NEPT	2007-08-13	2018-08-24	-16.129%	0.280	6.090
NERV	2014-07-01	2018-08-24	66.942%	10.000	9.950
NESR	2017-06-05	2018-08-24	15.657%	10.000	9.990
NETE	2008-12-08	2018-08-24	-86.600%	1.000	904.000
NETS	2016-09-28	2018-08-24	-98.441%	1.836	9.940
NEU	1980-03-17	2018-08-24	3709.856%	10.000	99.680
NEV	2009-10-12	2018-08-24	-5.867%	11.540	17.280
NEWA	2017-07-28	2018-08-24	24.860%	10.050	9.990
NEWM	2014-02-04	2018-08-24	50.571%	10.350	25.770
NEWR	2014-12-12	2018-08-24	210.297%	100.110	99.070
NEWT	2000-09-27	2018-08-24	-26.525%	0.050	9.950
NEWTZ	2015-09-28	2018-08-24	-0.549%	23.830	27.500
NEXA	2017-10-27	2018-08-24	-31.724%	10.900	21.610
NEXT	2010-05-06	2018-08-24	1480.488%	0.065	9.990
NFBK	2007-11-08	2018-08-24	122.853%	10.001	9.994
NFEC	2006-10-18	2018-08-24	-48.242%	0.300	9.975
NFG	1973-05-03	2018-08-24	2022.918%	1.676	9.969
NFJ	2005-03-01	2018-08-24	-47.913%	10.050	9.980
NFLX	2002-05-23	2018-08-24	29890.927%	0.346	99.930
NFX	1993-11-12	2018-08-24	514.841%	10.000	9.969
NGG	2005-08-10	2018-08-24	3.225%	40.000	94.978
NGHC	2014-02-20	2018-08-24	93.684%	13.580	30.000
NGHCN	2016-07-11	2018-08-24	-1.729%	23.130	26.490
NGHCO	2015-03-25	2018-08-24	0.967%	22.020	26.959
NGHCP	2014-06-20	2018-08-24	1.741%	22.770	27.070
NGHCZ	2018-01-16	2018-08-24	3.972%	23.800	26.000
NGL	2011-05-16	2018-08-24	-39.445%	10.000	9.900
NGS	2002-10-22	2018-08-24	417.647%	10.000	9.990
NGVC	2012-07-25	2018-08-24	8.735%	10.000	9.950
NGVT	2016-05-03	2018-08-24	291.196%	100.010	99.830
NH	2016-01-06	2018-08-24	-99.303%	10.000	9.990
NHA	2016-01-27	2018-08-24	-4.600%	10.000	9.992
NHF	2006-06-26	2018-08-24	-71.600%	16.680	87.800
NHI	1991-10-09	2018-08-24	284.196%	10.000	9.990
NHLD	1994-11-01	2018-08-24	-47.966%	1.200	98.750
NHTC	1995-06-22	2018-08-24	-99.818%	0.050	9750.000
NI	1980-03-17	2018-08-24	1072.216%	1.572	9.996
NICE	1996-01-25	2018-08-24	2197.200%	10.000	99.610
NICK	1997-12-29	2018-08-24	726.467%	0.644	9.994
NID	2012-12-06	2018-08-24	-16.398%	10.780	15.150
NIE	2007-02-23	2018-08-24	-7.160%	10.010	9.330
NIHD	2015-07-06	2018-08-24	-66.351%	0.220	9.780
NIM	1992-09-21	2018-08-24	-19.750%	10.000	9.990
NINE	2018-01-19	2018-08-24	16.284%	22.230	39.249
NIQ	2013-02-08	2018-08-24	-15.825%	10.980	15.150
NITE	2017-09-28	2018-08-24	-17.125%	10.010	24.935
NJR	1980-03-17	2018-08-24	2931.927%	1.333	9.997
NJV	2009-04-28	2018-08-24	-13.667%	12.890	18.030
NK	2014-09-02	2018-08-24	20166.667%	0.005	9.960
NKE	1980-12-02	2018-08-24	45785.216%	0.104	9.995
NKG	2002-09-26	2018-08-24	-24.983%	10.010	9.990
NKSH	1999-12-03	2018-08-24	337.209%	10.000	9.938
NKTR	1994-05-03	2018-08-24	1603.733%	10.000	99.020
NKX	2003-01-16	2018-08-24	-10.569%	10.030	9.870
NL	1980-03-17	2018-08-24	-87.576%	1.920	99.500
NLNK	2011-11-11	2018-08-24	-59.181%	10.010	9.990
NLS	1999-05-05	2018-08-24	125.245%	0.450	9.926
NLSN	2011-01-27	2018-08-24	4.213%	20.530	55.940
NLST	2006-12-11	2018-08-24	-98.749%	0.100	9.970
NLY	1997-10-08	2018-08-24	-15.960%	10.000	9.990
NM	2005-01-06	2018-08-24	-83.810%	0.570	9.990
NMFC	2011-05-20	2018-08-24	6.154%	10.000	15.830
NMI	1988-05-04	2018-08-24	-9.250%	10.000	9.990
NMIH	2013-11-08	2018-08-24	59.286%	10.000	9.990
NMM	2007-11-13	2018-08-24	-89.662%	0.790	9.990
NMR	1995-05-16	2018-08-24	-75.326%	10.000	9.980
NMRD	2014-12-18	2018-08-24	748.000%	0.100	9.600
NMRK	2017-12-15	2018-08-24	-8.244%	12.060	16.980
NMS	2014-10-08	2018-08-24	-11.567%	13.220	18.220
NMT	2018-01-16	2018-08-24	-12.037%	12.030	14.430
NMY	1993-03-18	2018-08-24	-19.074%	10.000	9.960
NMZ	2003-11-20	2018-08-24	-14.230%	10.000	9.990
NNA	2018-01-16	2018-08-24	-45.370%	0.460	1.120
NNBR	1994-03-15	2018-08-24	170.703%	0.830	9.990
NNC	1993-05-20	2018-08-24	-18.400%	10.000	17.750
NNDM	2016-03-08	2018-08-24	-72.319%	1.210	9.400
NNI	2003-12-12	2018-08-24	164.249%	10.000	9.990
NNN	1984-10-09	2018-08-24	372.410%	10.000	9.938
NNY	1987-10-07	2018-08-24	-3.474%	10.000	9.990
NOA	2006-11-22	2018-08-24	-51.553%	1.390	9.990
NOAH	2010-11-10	2018-08-24	191.245%	10.050	9.810
NOC	1981-12-31	2018-08-24	3678.972%	10.051	99.100
NODK	2017-03-16	2018-08-24	14.034%	14.000	18.800
NOK	1994-01-03	2018-08-24	20.853%	1.289	9.990
NOM	1993-05-26	2018-08-24	-16.033%	10.125	9.680
NOMD	2015-01-14	2018-08-24	96.976%	10.000	9.960
NOV	1996-10-29	2018-08-24	887.051%	10.000	9.995
NOVN	2016-09-21	2018-08-24	-84.365%	13.770	8.190
NOVT	1999-03-24	2018-08-24	384.392%	1.290	96.000
NOW	2012-06-29	2018-08-24	686.829%	100.060	99.400
NP	2004-11-17	2018-08-24	155.571%	10.000	95.400
NPK	1980-03-17	2018-08-24	1557.550%	10.000	99.990
NPN	2009-04-28	2018-08-24	-8.594%	13.010	17.670
NPO	2002-05-24	2018-08-24	791.598%	10.030	94.790
NPTN	2011-02-02	2018-08-24	-31.774%	10.000	9.990
NPV	1993-03-18	2018-08-24	-18.733%	10.125	18.900
NQP	1991-02-21	2018-08-24	-15.372%	10.000	9.890
NR	1990-09-06	2018-08-24	688.870%	0.714	9.970
NRC	2018-01-16	2018-08-24	10.803%	26.350	42.850
NRE	2000-01-03	2018-08-24	11175.069%	0.048	9.980
NRG	2003-12-02	2018-08-24	254.182%	10.000	9.995
NRIM	1990-11-15	2018-08-24	1055.990%	10.000	9.998
NRK	2003-01-16	2018-08-24	-15.105%	10.020	9.900
NRP	2002-10-11	2018-08-24	-67.526%	10.000	99.900
NRT	1980-03-17	2018-08-24	-65.075%	10.000	9.990
NRZ	2013-05-02	2018-08-24	35.651%	10.010	9.940
NS	2001-04-10	2018-08-24	1.071%	19.220	71.690
NSA	2015-04-23	2018-08-24	118.231%	11.500	32.280
NSC	1982-06-02	2018-08-24	3570.531%	10.000	99.840
NSIT	1995-01-24	2018-08-24	2643.753%	1.778	9.990
NSL	1999-10-27	2018-08-24	-38.700%	10.000	9.990
NSP	1997-01-29	2018-08-24	1997.273%	0.995	99.950
NSS	2013-01-29	2018-08-24	-0.078%	16.370	28.330
NSSC	1981-12-29	2018-08-24	2546.964%	0.206	9.990
NSTG	2013-06-26	2018-08-24	83.499%	10.000	9.990
NSYS	1993-06-24	2018-08-24	4.242%	1.312	9.984
NTAP	1995-11-21	2018-08-24	6474.829%	1.078	98.773
NTB	2010-05-17	2018-08-24	-99.843%	1.070	9954.750
NTC	1993-05-20	2018-08-24	-22.200%	10.000	9.990
NTCT	1999-08-12	2018-08-24	87.273%	10.000	9.990
NTEC	2015-08-04	2018-08-24	-36.667%	3.090	9.800
NTES	2000-06-30	2018-08-24	6745.031%	0.127	99.970
NTG	2010-07-29	2018-08-24	-33.200%	11.600	30.180
NTGR	2003-07-31	2018-08-24	312.945%	10.000	9.940
NTIC	1992-03-27	2018-08-24	1138.261%	1.875	9.990
NTLA	2016-05-06	2018-08-24	30.045%	10.830	35.990
NTNX	2016-09-30	2018-08-24	53.973%	14.380	64.870
NTP	1990-11-26	2018-08-24	1058.300%	0.341	9.997
NTR	2007-07-12	2018-08-24	960.269%	11.550	6.499
NTRA	2015-07-06	2018-08-24	31.636%	10.000	9.990
NTRI	2000-03-30	2018-08-24	147.742%	0.250	9.960
NTRP	2013-10-02	2018-08-24	-84.936%	10.000	96.000
NTRS	1980-03-17	2018-08-24	13251.034%	0.771	99.660
NTRSP	2014-07-31	2018-08-24	9.442%	24.010	28.120
NTWK	1998-09-25	2018-08-24	-98.107%	10.000	993.750
NTX	1991-10-17	2018-08-24	-14.800%	10.000	17.440
NTZ	1993-05-13	2018-08-24	-80.444%	0.790	9.990
NUAN	1995-12-11	2018-08-24	-7.833%	0.375	9.990
NUE	1980-03-17	2018-08-24	7745.647%	0.625	9.993
NUM	1991-10-17	2018-08-24	-15.667%	10.050	9.970
NUO	1991-10-17	2018-08-24	-7.533%	10.050	9.950
NURO	2004-07-22	2018-08-24	-99.892%	0.380	99.360
NUS	1996-11-22	2018-08-24	176.313%	10.000	99.750
NUV	1987-06-17	2018-08-24	-4.900%	10.000	9.990
NUVA	2004-05-13	2018-08-24	513.684%	10.000	9.990
NUW	2009-02-25	2018-08-24	1.263%	14.060	19.890
NVAX	1995-12-05	2018-08-24	-66.750%	0.520	9.980
NVCN	2007-02-05	2018-08-24	-84.000%	0.030	9.900
NVCR	2015-10-02	2018-08-24	118.818%	10.140	9.750
NVDA	1999-01-22	2018-08-24	16492.457%	1.333	99.940
NVEC	1996-09-11	2018-08-24	-6.256%	10.000	98.760
NVEE	2013-09-30	2018-08-24	1023.377%	10.000	91.550
NVFY	2011-10-17	2018-08-24	-58.889%	0.250	8.980
NVG	2002-09-12	2018-08-24	-0.863%	10.010	9.970
NVGS	2007-01-09	2018-08-24	-58.994%	10.000	9.950
NVIV	2010-11-15	2018-08-24	-99.216%	1.630	99.000
NVLN	1988-10-26	2018-08-24	-75.493%	10.000	99.950
NVMI	2000-04-11	2018-08-24	29.322%	0.340	9.990
NVMM	2017-08-29	2018-08-24	-52.333%	0.510	5.500
NVO	1981-04-30	2018-08-24	15278.125%	0.172	9.992
NVR	1985-07-22	2018-08-24	8631.588%	0.188	999.950
NVRO	2014-11-06	2018-08-24	161.929%	100.000	99.980
NVS	1996-11-07	2018-08-24	181.513%	100.200	99.990
NVT	2018-04-24	2018-08-24	24.300%	22.050	29.840
NVTA	2015-02-12	2018-08-24	-26.334%	10.000	9.985
NVTR	2016-03-14	2018-08-24	186.992%	10.000	9.980
NVUS	2014-09-17	2018-08-24	-97.732%	10.080	99.900
NWBI	1994-11-07	2018-08-24	817.000%	1.611	9.996
NWE	2007-12-28	2018-08-24	106.787%	16.470	64.470
NWFL	1998-03-04	2018-08-24	281.019%	10.005	9.993
NWHM	2014-01-31	2018-08-24	-27.459%	10.000	9.980
NWL	1980-03-17	2018-08-24	3980.941%	0.453	9.969
NWLI	1980-03-17	2018-08-24	7331.314%	10.000	99.990
NWN	1980-03-17	2018-08-24	594.364%	10.000	9.917
NWPX	1995-11-30	2018-08-24	77.700%	10.000	9.980
NWS	2013-06-19	2018-08-24	-10.818%	10.740	18.260
NWSA	2013-06-19	2018-08-24	-15.190%	10.210	18.530
NWY	2004-10-07	2018-08-24	-72.228%	0.820	9.970
NX	1980-03-17	2018-08-24	268.682%	1.333	9.980
NXC	1992-06-19	2018-08-24	-7.570%	10.860	17.970
NXEO	2014-12-03	2018-08-24	-1.951%	10.000	9.997
NXJ	2002-09-12	2018-08-24	-11.852%	10.000	9.800
NXN	1992-06-19	2018-08-24	-14.867%	10.850	15.960
NXP	1992-03-19	2018-08-24	-6.533%	11.600	17.690
NXPI	2010-08-06	2018-08-24	557.000%	10.230	99.950
NXQ	1992-05-21	2018-08-24	-10.667%	10.150	16.688
NXR	1992-07-24	2018-08-24	-3.200%	11.100	16.370
NXRT	2015-03-19	2018-08-24	128.759%	10.350	33.640
NXST	2003-11-25	2018-08-24	516.105%	0.420	9.990
NXTD	2013-08-23	2018-08-24	-94.839%	1.010	9.900
NXTM	2005-10-27	2018-08-24	141.327%	1.900	9.990
NYCB	1993-11-23	2018-08-24	808.719%	1.111	9.984
NYLD	2013-07-17	2018-08-24	-25.138%	10.490	55.640
NYMT	2004-07-26	2018-08-24	-92.913%	1.510	99.900
NYMTN	2017-10-13	2018-08-24	-3.347%	22.530	25.270
NYMTO	2015-05-06	2018-08-24	1.879%	17.130	25.560
NYMTP	2013-06-04	2018-08-24	-0.896%	17.160	26.000
NYMX	1997-12-22	2018-08-24	-61.231%	0.330	9.938
NYNY	1993-11-05	2018-08-24	-99.358%	10.000	993.750
NYRT	2014-04-15	2018-08-24	-83.023%	100.000	99.950
NYT	1973-05-03	2018-08-24	1991.743%	0.573	9.980
NZF	2001-10-03	2018-08-24	-2.780%	10.000	9.990
O	1994-10-18	2018-08-24	632.500%	10.000	9.938
OAK	2012-04-12	2018-08-24	-2.571%	34.000	62.300
OAS	2010-06-17	2018-08-24	-11.223%	10.000	9.990
OASM	2015-11-04	2018-08-24	-54.710%	0.800	5.250
OBAS	1999-04-07	2018-08-24	-75.018%	10.000	99.688
OBCI	1981-03-27	2018-08-24	214.476%	0.093	6.980
OBE	2005-06-03	2018-08-24	-96.250%	0.450	9.990
OBLN	2016-10-06	2018-08-24	-81.400%	1.460	9.990
OBNK	2018-05-09	2018-08-24	8.453%	36.120	42.310
OBSV	2017-01-26	2018-08-24	4.206%	10.000	9.990
OC	2006-11-01	2018-08-24	108.188%	10.050	96.520
OCC	1996-04-02	2018-08-24	-76.250%	1.650	99.667
OCFC	1996-07-03	2018-08-24	317.318%	10.000	9.958
OCLR	2000-04-11	2018-08-24	-99.607%	0.880	993.750
OCN	1996-09-25	2018-08-24	-29.337%	1.235	9.980
OCSI	2013-07-12	2018-08-24	-38.092%	10.000	9.940
OCSL	2008-06-12	2018-08-24	-58.333%	10.000	9.990
OCSLL	2013-04-05	2018-08-24	0.606%	18.560	27.650
OCUL	2014-07-25	2018-08-24	-52.015%	10.000	9.970
ODC	1980-03-19	2018-08-24	2396.593%	1.013	9.992
ODFL	1991-10-24	2018-08-24	8466.918%	0.988	99.500
ODP	1988-06-01	2018-08-24	165.235%	0.590	9.990
ODT	2017-12-07	2018-08-24	-11.304%	15.150	32.000
OEC	2014-07-25	2018-08-24	98.028%	10.070	36.550
OESX	2007-12-19	2018-08-24	-95.469%	0.700	9.970
OFC	1991-12-31	2018-08-24	215.636%	10.000	9.990
OFG	1987-03-26	2018-08-24	1206.246%	0.454	9.990
OFIX	1992-04-24	2018-08-24	409.619%	10.000	9.984
OFLX	2005-08-01	2018-08-24	623.292%	10.000	95.000
OFS	2012-11-08	2018-08-24	-13.798%	10.000	15.240
OGE	1980-03-17	2018-08-24	1136.667%	10.000	9.990
OGS	2014-01-16	2018-08-24	139.003%	31.940	80.690
OHAI	2004-11-10	2018-08-24	-89.867%	0.850	9.990
OHGI	2008-12-11	2018-08-24	-99.936%	0.200	83.143
OHI	1992-08-07	2018-08-24	56.714%	1.350	9.990
OHRP	2007-06-28	2018-08-24	-96.000%	0.150	9.980
OI	1991-12-11	2018-08-24	72.476%	10.000	9.910
OIA	1988-09-19	2018-08-24	-21.300%	10.000	9.990
OII	1980-03-17	2018-08-24	1701.796%	0.219	9.975
OIIM	2000-08-31	2018-08-24	-92.392%	1.210	9.990
OIS	2001-02-09	2018-08-24	551.096%	10.000	9.989
OKE	1980-10-01	2018-08-24	1637.173%	1.053	9.994
