TICKER	DATA PRIMA QUOTAZIONE	DATA ULTIMA QUOTAZIONE	VARIAZIONE PERCENTUALE	PREZZO MINIMO	PREZZO MASSIMO
KIN	2013-12-12	2018-08-24	24.268%	10.000	9.950
KINS	1999-10-26	2018-08-24	300.826%	0.040	9.990
KIO	2013-07-26	2018-08-24	-15.377%	12.260	19.900
KIRK	2002-07-30	2018-08-24	9.321%	0.550	9.980
KKR	2010-07-15	2018-08-24	161.667%	10.000	9.980
KL	2000-11-24	2018-08-24	2253.012%	0.580	9.990
KLAC	1980-10-08	2018-08-24	9884.000%	0.604	99.880
KLIC	1980-03-17	2018-08-24	1682.261%	0.938	9.990
KLXI	2014-12-04	2018-08-24	58.323%	25.330	82.500
KMB	1980-03-17	2018-08-24	4550.256%	10.007	99.875
KMDA	2013-05-31	2018-08-24	-44.059%	10.070	9.790
KMF	2010-11-24	2018-08-24	-45.760%	10.000	9.970
KMG	1997-01-28	2018-08-24	1598.400%	1.450	9.990
KMI	2011-02-11	2018-08-24	-42.126%	11.200	44.710
KMM	1989-01-23	2018-08-24	-25.333%	10.000	9.990
KMPA	2015-01-29	2018-08-24	-2.629%	25.200	28.600
KMPH	2015-04-16	2018-08-24	-58.036%	10.160	8.750
KMPR	1990-04-23	2018-08-24	402.047%	10.080	9.760
KMT	1980-03-17	2018-08-24	649.741%	10.000	9.969
KMX	1997-02-04	2018-08-24	614.698%	0.656	9.990
KN	2014-02-14	2018-08-24	-38.864%	10.520	33.820
KNDI	2007-09-04	2018-08-24	5.263%	0.440	9.970
KNL	2004-12-14	2018-08-24	36.374%	10.000	9.990
KNOP	2013-04-10	2018-08-24	3.029%	10.080	29.890
KNSL	2016-07-28	2018-08-24	228.719%	18.000	63.375
KNX	1994-10-25	2018-08-24	1625.721%	1.506	9.982
KO	1970-01-02	2018-08-24	5225.812%	0.465	9.969
KODK	2013-09-23	2018-08-24	-84.021%	10.000	9.980
KOF	1993-09-14	2018-08-24	725.978%	10.000	99.940
KONA	2005-08-16	2018-08-24	-79.921%	1.100	9.990
KONE	2010-05-17	2018-08-24	-80.793%	0.990	9.970
KOOL	1995-08-18	2018-08-24	-99.855%	0.220	99.200
KOP	2006-02-01	2018-08-24	122.222%	10.310	9.990
KOPN	1992-04-15	2018-08-24	-8.800%	1.320	9.990
KORS	2011-12-15	2018-08-24	209.132%	23.510	99.740
KOS	2011-05-11	2018-08-24	-52.796%	10.000	9.990
KOSS	1992-02-26	2018-08-24	504.952%	0.500	9.995
KPTI	2013-11-06	2018-08-24	13.146%	10.000	9.980
KR	1977-01-03	2018-08-24	4103.790%	0.727	9.995
KRA	2009-12-17	2018-08-24	256.403%	12.760	53.990
KRC	1997-01-29	2018-08-24	188.277%	14.610	90.150
KREF	2017-05-05	2018-08-24	-3.796%	18.090	23.990
KRG	2004-08-12	2018-08-24	-65.667%	10.000	9.880
KRMA	2016-07-13	2018-08-24	37.730%	14.880	21.060
KRNT	2015-04-02	2018-08-24	32.857%	10.000	9.980
KRNY	2005-02-24	2018-08-24	70.278%	10.004	9.997
KRO	2003-12-09	2018-08-24	139.186%	10.000	9.995
KRP	2017-02-03	2018-08-24	0.291%	15.060	24.500
KRYS	2017-09-20	2018-08-24	57.237%	10.000	9.990
KS	2007-03-01	2018-08-24	977.237%	0.500	9.995
KSM	1989-03-23	2018-08-24	-10.000%	10.000	9.980
KSS	1992-05-19	2018-08-24	4520.571%	1.656	9.969
KST	1994-04-29	2018-08-24	-16.667%	10.000	9.990
KSU	1980-03-17	2018-08-24	4249.068%	10.000	99.990
KT	1999-05-26	2018-08-24	-55.332%	10.030	79.875
KTCC	2018-01-16	2018-08-24	5.801%	6.820	8.600
KTF	1988-10-24	2018-08-24	-9.083%	10.000	9.990
KTH	2001-02-13	2018-08-24	28.719%	17.380	40.480
KTN	2003-12-04	2018-08-24	12.091%	12.800	35.110
KTOS	1999-11-05	2018-08-24	-97.931%	10.000	999.375
KTOV	2015-11-20	2018-08-24	-46.395%	1.270	6.950
KTP	1999-07-06	2018-08-24	-58.424%	10.000	26.950
KTWO	2014-05-08	2018-08-24	50.333%	10.100	26.290
KURA	2015-09-16	2018-08-24	29.667%	10.000	9.950
KVHI	1996-04-02	2018-08-24	65.289%	0.875	9.990
KW	2007-12-03	2018-08-24	136.464%	10.000	9.980
KWEB	2013-08-01	2018-08-24	93.912%	25.850	68.390
KWR	1980-03-17	2018-08-24	3569.103%	10.000	99.960
KYN	2004-09-28	2018-08-24	-23.120%	10.100	41.350
KZIA	1999-01-25	2018-08-24	-78.491%	0.658	9.974
L	1980-03-17	2018-08-24	7312.728%	0.587	9.990
LABL	1987-08-27	2018-08-24	1399.727%	0.667	9.993
LAC	2008-09-19	2018-08-24	63.922%	0.350	9.900
LAD	1996-12-18	2018-08-24	671.146%	1.530	99.980
LADR	2014-02-06	2018-08-24	0.824%	10.000	9.770
LAKE	1986-09-09	2018-08-24	175.468%	0.512	9.992
LAMR	1996-08-02	2018-08-24	467.259%	10.030	9.950
LANC	1980-03-17	2018-08-24	11144.146%	1.233	99.990
LAND	2013-01-29	2018-08-24	-11.467%	10.010	9.990
LANDP	2016-08-19	2018-08-24	0.428%	24.620	27.950
LARK	1994-03-28	2018-08-24	446.838%	10.037	9.980
LASR	2018-04-26	2018-08-24	11.206%	22.240	43.630
LAUR	2017-02-01	2018-08-24	17.660%	10.460	18.960
LAWS	1980-03-17	2018-08-24	563.291%	10.000	9.980
LAZ	2005-05-05	2018-08-24	101.750%	19.040	60.000
LAZY	2018-03-16	2018-08-24	-27.928%	10.050	9.998
LB	1982-04-01	2018-08-24	829.613%	10.000	99.830
LBAI	1999-01-04	2018-08-24	77.426%	10.000	9.991
LBC	2001-12-26	2018-08-24	69.077%	0.030	9.980
LBRDA	2014-11-04	2018-08-24	73.960%	100.140	99.960
LBRDK	2014-11-05	2018-08-24	61.539%	100.000	99.980
LBRT	2018-01-11	2018-08-24	22.118%	16.000	23.900
LBTYA	2004-06-03	2018-08-24	33.416%	10.015	9.949
LBTYK	2005-09-08	2018-08-24	115.783%	10.005	9.980
LC	2014-12-11	2018-08-24	-83.611%	10.110	9.990
LCA	2016-08-18	2018-08-24	4.845%	10.000	9.998
LCAHU	2016-05-26	2018-08-24	12.500%	10.000	13.080
LCI	1994-04-04	2018-08-24	93.125%	0.271	9.993
LCII	1985-05-29	2018-08-24	3185.333%	0.188	99.970
LCM	2005-01-27	2018-08-24	-61.300%	10.000	9.990
LCNB	1999-10-26	2018-08-24	-2.078%	10.000	9.950
LCUT	1991-06-05	2018-08-24	80.944%	0.970	9.990
LDF	1992-06-16	2018-08-24	-28.000%	10.000	9.990
LDL	1980-03-17	2018-08-24	5246.000%	0.694	9.990
LDOS	2006-10-17	2018-08-24	58.214%	25.457	72.300
LDP	2012-07-30	2018-08-24	-0.519%	21.110	27.640
LDRI	2014-09-10	2018-08-24	-1.958%	23.790	26.700
LE	2014-03-20	2018-08-24	-25.522%	10.550	56.250
LEA	2009-11-09	2018-08-24	483.893%	100.020	99.980
LECO	1994-04-07	2018-08-24	1926.959%	10.000	99.590
LEDS	2010-12-09	2018-08-24	-98.451%	1.360	94.800
LEE	1980-03-17	2018-08-24	25.405%	0.240	9.969
LEG	1980-03-17	2018-08-24	9029.095%	0.411	9.969
LEGR	2018-01-25	2018-08-24	-0.133%	26.801	30.750
LEJU	2014-04-17	2018-08-24	-86.762%	0.962	9.990
LEN	1980-03-17	2018-08-24	4165.195%	1.157	9.997
LENS	2015-01-29	2018-08-24	-77.914%	1.610	9.377
LEO	1987-09-23	2018-08-24	-21.231%	10.000	9.990
LEVL	2018-04-20	2018-08-24	-5.622%	25.505	30.790
LEXEA	2016-11-08	2018-08-24	5.870%	35.890	58.200
LFC	2003-12-17	2018-08-24	298.214%	10.003	9.989
LFIN	2017-12-12	2018-08-24	10.000%	10.150	9.990
LFUS	1992-09-22	2018-08-24	3269.385%	10.000	99.950
LFVN	1997-03-10	2018-08-24	56.162%	0.476	99.750
LGCY	2007-01-16	2018-08-24	-74.580%	0.610	9.990
LGCYO	2014-06-12	2018-08-24	-39.030%	1.250	9.990
LGCYP	2014-04-14	2018-08-24	-40.845%	1.275	9.990
LGI	2004-04-28	2018-08-24	-10.050%	10.000	9.940
LGIH	2013-11-07	2018-08-24	340.000%	12.010	81.880
LGND	1992-11-18	2018-08-24	241.932%	10.000	99.900
LH	1990-03-29	2018-08-24	507.652%	10.000	99.990
LHCG	2005-06-09	2018-08-24	481.696%	12.340	99.820
LHO	1998-04-24	2018-08-24	97.408%	10.000	9.960
LIFE	2015-05-07	2018-08-24	-95.732%	0.601	9.900
LII	1999-07-29	2018-08-24	1074.720%	10.000	99.800
LILA	2015-07-02	2018-08-24	-63.132%	17.370	56.100
LILAK	2015-06-23	2018-08-24	-51.921%	17.550	69.890
LINC	2005-06-23	2018-08-24	-89.440%	0.170	9.900
LIND	2013-07-03	2018-08-24	57.411%	10.000	9.990
LINK	1993-06-08	2018-08-24	-54.426%	0.280	99.750
LION	1994-10-31	2018-08-24	178.780%	0.982	9.998
LITB	2013-06-06	2018-08-24	-85.530%	1.610	9.970
LITE	2015-07-23	2018-08-24	282.941%	13.970	74.400
LIVE	2002-01-29	2018-08-24	-16.081%	0.340	99.667
LIVN	2015-10-19	2018-08-24	80.123%	100.400	97.760
LIVX	2017-08-18	2018-08-24	-95.044%	3.430	90.000
LJPC	2012-02-23	2018-08-24	154.556%	1.500	9.970
LKFN	1997-08-14	2018-08-24	668.923%	10.000	9.993
LKM	2018-01-12	2018-08-24	-75.578%	0.550	4.030
LKQ	2003-10-06	2018-08-24	1602.850%	1.660	9.995
LKSD	2016-09-28	2018-08-24	-63.706%	10.640	37.400
LL	2007-11-09	2018-08-24	77.561%	10.000	99.860
LLEX	2009-10-26	2018-08-24	-96.982%	0.500	98.800
LLIT	2010-04-22	2018-08-24	-87.122%	0.790	9.900
LLL	1998-05-19	2018-08-24	1553.333%	100.024	99.976
LLNW	2007-06-11	2018-08-24	-78.370%	0.900	9.860
LLY	1972-06-01	2018-08-24	2513.622%	10.000	99.812
LM	1983-08-01	2018-08-24	948.344%	1.440	99.950
LMAT	2006-10-19	2018-08-24	475.323%	1.540	9.910
LMB	2014-08-08	2018-08-24	3.598%	10.000	9.999
LMBS	2014-11-05	2018-08-24	2.077%	49.690	53.840
LMFA	2015-12-17	2018-08-24	-95.364%	0.351	9.890
LMHA	2016-03-24	2018-08-24	5.179%	23.510	28.470
LMHB	2016-08-19	2018-08-24	-0.923%	20.810	25.730
LMNR	2003-10-16	2018-08-24	421.739%	10.200	9.600
LMNX	2000-04-06	2018-08-24	37.423%	10.000	9.990
LMRK	2014-11-17	2018-08-24	-30.184%	10.540	19.250
LMRKN	2018-04-20	2018-08-24	-6.271%	22.070	25.220
LMRKO	2018-01-16	2018-08-24	-3.715%	22.150	25.500
LMRKP	2016-05-06	2018-08-24	-0.081%	21.760	26.412
LMT	1977-01-03	2018-08-24	33416.974%	0.907	99.900
LN	2015-10-13	2018-08-24	96699.999%	0.015	51.480
LNC	1980-03-17	2018-08-24	619.123%	10.000	9.969
LND	2012-05-18	2018-08-24	-7.162%	2.150	5.470
LNDC	1996-02-15	2018-08-24	10.980%	1.510	9.990
LNGR	2016-05-10	2018-08-24	41.845%	14.907	21.850
LNN	1988-10-13	2018-08-24	6745.488%	1.317	99.910
LNT	1980-03-17	2018-08-24	1061.143%	10.000	9.990
LNTH	2015-06-25	2018-08-24	114.919%	1.760	9.950
LOAN	1999-05-13	2018-08-24	8.041%	0.520	8.000
LOB	2015-07-23	2018-08-24	58.102%	12.095	32.950
LOCO	2014-07-25	2018-08-24	-47.982%	10.000	9.975
LOGI	1997-03-27	2018-08-24	2326.070%	1.016	9.998
LOGM	2009-07-01	2018-08-24	309.091%	100.000	99.950
LOMA	2017-11-01	2018-08-24	-61.124%	10.010	9.910
LONE	2008-07-07	2018-08-24	-72.925%	0.140	9.990
LOOP	2018-01-16	2018-08-24	-43.178%	10.000	9.940
LOPE	2008-11-20	2018-08-24	912.405%	100.010	98.810
LOR	2005-06-28	2018-08-24	-48.276%	10.000	9.990
LORL	2005-07-27	2018-08-24	50.545%	10.140	9.920
LOW	1980-03-17	2018-08-24	22875.463%	0.328	99.980
LOXO	2014-08-01	2018-08-24	1135.769%	10.000	99.540
LPCN	2013-10-22	2018-08-24	-86.000%	1.030	9.970
LPG	2014-05-08	2018-08-24	-58.047%	10.010	9.990
LPI	2011-12-15	2018-08-24	-53.425%	10.000	9.990
LPL	2004-07-22	2018-08-24	-32.028%	10.000	9.990
LPLA	2010-11-18	2018-08-24	106.407%	15.380	73.280
LPNT	1999-05-12	2018-08-24	385.660%	10.000	9.938
LPSN	2000-04-07	2018-08-24	173.684%	0.070	9.990
LPT	1994-06-17	2018-08-24	113.497%	11.830	54.650
LPTH	1996-02-28	2018-08-24	-94.000%	0.300	99.000
LPTX	2017-01-25	2018-08-24	-10.941%	4.900	9.980
LPX	1980-03-17	2018-08-24	311.812%	1.030	9.990
LQDT	2006-02-27	2018-08-24	-38.819%	10.000	9.990
LRAD	1997-05-09	2018-08-24	-16.383%	0.300	9.990
LRCX	1984-05-04	2018-08-24	7660.700%	0.667	99.690
LRN	2007-12-13	2018-08-24	-28.839%	10.000	9.990
LSBK	2006-04-05	2018-08-24	61.998%	10.000	9.990
LSCC	1989-11-09	2018-08-24	694.087%	0.812	9.969
LSI	1995-06-21	2018-08-24	326.292%	100.010	99.890
LSTR	1993-03-05	2018-08-24	7020.000%	1.531	99.950
LSXMA	2016-04-18	2018-08-24	45.929%	28.000	48.570
LSXMB	2016-04-21	2018-08-24	38.321%	28.600	49.090
LSXMK	2016-04-18	2018-08-24	52.248%	28.040	48.560
LTBR	2000-11-15	2018-08-24	-97.413%	0.150	99.000
LTC	1992-08-18	2018-08-24	402.480%	10.000	9.990
LTM	1997-11-07	2018-08-24	227.706%	0.500	9.998
LTRPA	2014-08-27	2018-08-24	-59.399%	10.050	9.950
LTRX	2000-08-04	2018-08-24	-87.958%	0.800	9.960
LTXB	2006-10-03	2018-08-24	325.697%	10.000	9.986
LUB	1980-03-17	2018-08-24	-26.042%	0.950	9.990
LULU	2007-07-27	2018-08-24	891.143%	10.000	99.930
LUNA	2006-06-05	2018-08-24	-39.967%	0.260	9.900
LUV	1980-01-02	2018-08-24	29844.579%	0.164	9.990
LVHD	2015-12-29	2018-08-24	23.455%	23.230	32.100
LVS	2004-12-15	2018-08-24	40.765%	1.380	99.700
LW	2016-11-10	2018-08-24	121.002%	28.750	73.190
LWAY	1988-12-29	2018-08-24	652.000%	0.234	9.990
LX	2017-12-21	2018-08-24	1114.953%	1.015	20.000
LXFR	2012-10-03	2018-08-24	100.909%	10.000	9.990
LXFT	2013-06-26	2018-08-24	118.842%	18.550	80.640
LXP	1993-10-22	2018-08-24	0.493%	1.930	9.990
LXRX	2000-04-07	2018-08-24	-92.053%	10.010	99.750
LXU	1980-01-02	2018-08-24	137.000%	0.375	9.970
LYB	2010-04-28	2018-08-24	423.273%	100.020	99.970
LYG	2001-11-28	2018-08-24	-92.503%	1.330	9.980
LYL	2017-10-20	2018-08-24	-81.931%	10.131	9.350
LYTS	1985-03-12	2018-08-24	107.524%	1.156	9.990
LYV	2005-12-21	2018-08-24	356.037%	10.000	9.970
LZB	1980-03-17	2018-08-24	4895.000%	0.530	9.990
M	1992-02-05	2018-08-24	323.304%	10.000	9.990
MA	2006-05-25	2018-08-24	4452.174%	10.050	99.990
MAA	1994-01-28	2018-08-24	378.751%	100.020	99.980
MAC	1994-03-10	2018-08-24	223.628%	10.046	95.930
MACK	2012-03-29	2018-08-24	-90.745%	10.030	99.800
MAGS	1993-03-23	2018-08-24	-37.942%	1.347	9.992
MAIN	2007-10-09	2018-08-24	170.470%	10.000	9.990
MAMS	1997-07-02	2018-08-24	-99.879%	0.270	9706.500
MAN	1988-10-05	2018-08-24	490.149%	10.000	99.920
MANH	1998-04-23	2018-08-24	936.617%	0.875	9.998
MANT	2002-02-07	2018-08-24	256.837%	11.050	65.720
MANU	2012-08-10	2018-08-24	80.000%	12.000	25.350
MAR	1993-10-13	2018-08-24	2155.307%	10.012	99.210
MARA	2012-05-14	2018-08-24	-96.714%	0.520	9.960
MARK	2003-06-10	2018-08-24	-93.585%	0.800	99.900
MAS	1980-03-17	2018-08-24	1519.784%	10.000	9.996
MASI	2007-08-08	2018-08-24	461.244%	100.260	99.960
MAT	1980-03-17	2018-08-24	651.953%	1.331	9.941
MATW	1994-07-20	2018-08-24	1362.069%	10.000	9.953
MATX	1973-05-03	2018-08-24	3708.134%	0.959	9.980
MAV	2003-10-23	2018-08-24	-25.050%	10.000	9.990
MAXR	2009-02-18	2018-08-24	96.069%	16.200	83.340
MAYS	2015-01-02	2018-08-24	-23.088%	33.550	63.200
MB	2005-11-01	2018-08-24	-99.895%	0.370	9.831
MBB	2007-03-16	2018-08-24	3.450%	100.000	99.990
MBCN	2003-03-04	2018-08-24	104.749%	14.800	54.900
MBFI	1995-04-07	2018-08-24	528.435%	10.000	9.958
MBFIO	2017-11-16	2018-08-24	2.800%	24.200	26.480
MBI	1987-07-01	2018-08-24	41.273%	10.000	9.980
MBII	2013-08-02	2018-08-24	-86.182%	0.600	9.970
MBIN	2017-10-27	2018-08-24	58.155%	16.270	29.150
MBIO	2017-08-22	2018-08-24	-34.745%	10.000	9.990
MBOT	1992-03-25	2018-08-24	-99.994%	0.520	9990.000
MBRX	2016-06-02	2018-08-24	-79.125%	0.706	9.580
MBSD	2014-09-04	2018-08-24	-7.863%	22.890	29.080
MBT	2000-06-30	2018-08-24	238.771%	10.000	9.990
MBTF	1999-01-04	2018-08-24	-50.330%	0.800	9.990
MBUU	2014-01-31	2018-08-24	154.141%	11.380	46.530
MBVX	2000-08-11	2018-08-24	-99.999%	0.260	999.111
MBWM	1999-07-20	2018-08-24	203.571%	10.000	9.990
MC	2014-04-16	2018-08-24	123.901%	21.910	67.650
MCA	1992-11-04	2018-08-24	-10.933%	10.000	9.950
MCB	2017-11-08	2018-08-24	13.813%	36.350	55.000
MCBC	1998-05-20	2018-08-24	85.073%	1.100	9.992
MCC	2011-01-21	2018-08-24	-67.667%	10.010	9.920
MCD	1970-01-02	2018-08-24	43661.968%	0.226	99.990
MCEF	2016-09-29	2018-08-24	-10.888%	17.650	20.350
MCEP	2011-12-15	2018-08-24	-91.247%	0.720	9.500
MCFT	2015-07-17	2018-08-24	68.781%	10.250	31.260
MCHI	2011-03-31	2018-08-24	17.938%	33.440	76.720
MCHP	1993-03-19	2018-08-24	13221.097%	0.620	99.400
MCHX	2004-03-31	2018-08-24	-69.257%	10.000	9.990
MCI	1980-03-17	2018-08-24	383.765%	10.000	9.995
MCK	1994-11-10	2018-08-24	685.879%	100.100	99.580
MCN	2004-08-02	2018-08-24	-47.867%	10.000	9.990
MCO	1994-10-31	2018-08-24	1983.609%	10.000	99.990
MCR	1989-07-21	2018-08-24	-35.340%	10.000	9.990
MCRB	2014-08-05	2018-08-24	-85.932%	10.000	9.990
MCRI	1993-08-06	2018-08-24	1150.361%	1.000	9.990
MCRN	2015-06-25	2018-08-24	5.975%	11.560	22.620
MCS	1980-03-17	2018-08-24	3428.000%	0.988	9.980
MCV	2013-03-22	2018-08-24	0.680%	20.150	27.000
MCY	1985-11-20	2018-08-24	994.649%	10.000	9.750
MD	1995-09-20	2018-08-24	778.784%	1.500	9.995
MDB	2017-10-19	2018-08-24	118.990%	24.620	70.850
MDC	1980-03-11	2018-08-24	8821.288%	0.046	9.973
MDCA	1995-04-17	2018-08-24	-40.000%	0.667	9.993
MDCO	2000-08-08	2018-08-24	79.458%	10.000	9.990
MDGL	2007-02-06	2018-08-24	-23.483%	10.000	99.750
MDGS	2015-09-21	2018-08-24	-98.067%	10.000	9.960
MDIV	2012-08-14	2018-08-24	-6.275%	15.720	22.580
MDLQ	2017-02-14	2018-08-24	-0.673%	24.500	25.660
MDLX	2016-08-19	2018-08-24	0.498%	22.930	25.088
MDLY	2014-09-24	2018-08-24	-67.683%	10.000	9.975
MDLZ	2001-06-13	2018-08-24	35.648%	20.810	48.580
MDP	1980-03-17	2018-08-24	3661.778%	1.333	9.969
MDR	1982-12-31	2018-08-24	88.641%	1.106	99.475
MDRX	1999-07-26	2018-08-24	-12.237%	1.600	9.990
MDSO	2009-06-25	2018-08-24	860.824%	10.000	9.995
MDT	1981-12-31	2018-08-24	15835.375%	0.383	96.500
MDU	1980-03-17	2018-08-24	1510.437%	1.568	9.991
MDWD	2014-03-20	2018-08-24	-62.942%	10.000	9.990
MDXG	2008-02-12	2018-08-24	-4.028%	0.350	9.990
MED	1993-12-30	2018-08-24	3987.091%	0.094	99.980
MEDP	2016-08-11	2018-08-24	99.064%	21.760	63.970
MEET	2003-09-04	2018-08-24	174.545%	0.410	9.990
MEI	1982-10-20	2018-08-24	13006.935%	0.288	9.990
MEIP	2003-12-18	2018-08-24	-99.033%	0.870	99.600
MELI	2007-08-10	2018-08-24	1189.614%	10.010	99.990
MEN	1989-02-24	2018-08-24	-13.417%	10.000	9.990
MEOH	1992-05-19	2018-08-24	615.663%	1.625	9.990
MERC	1988-07-20	2018-08-24	160.717%	0.250	9.990
MESO	2010-01-22	2018-08-24	-37.696%	10.000	9.950
MET	2000-04-05	2018-08-24	236.021%	10.134	63.485
METC	2017-02-03	2018-08-24	-36.384%	10.080	9.900
MFA	1998-04-13	2018-08-24	-16.055%	10.000	9.990
MFC	1999-09-24	2018-08-24	202.605%	10.020	9.938
MFCB	1996-05-08	2018-08-24	-19.385%	10.000	99.725
MFD	2004-03-26	2018-08-24	-45.000%	10.000	9.990
MFG	2006-11-08	2018-08-24	-76.463%	10.000	9.990
MFGP	2017-09-01	2018-08-24	-42.642%	12.670	36.210
MFIN	1996-05-23	2018-08-24	-55.806%	1.600	9.990
MFINL	2016-04-25	2018-08-24	1.517%	13.200	28.400
MFL	1997-09-29	2018-08-24	-15.485%	10.000	9.960
MFM	1986-11-18	2018-08-24	-33.333%	10.000	9.938
MFNC	2000-03-17	2018-08-24	-94.214%	10.000	98.200
MFO	2012-04-17	2018-08-24	3.960%	23.440	27.870
MFSF	1999-12-30	2018-08-24	299.481%	10.000	9.990
MFT	1992-11-04	2018-08-24	-13.600%	10.000	9.990
MFV	1989-11-17	2018-08-24	-62.733%	10.000	9.990
MG	2009-10-08	2018-08-24	74.324%	10.010	9.980
MGA	1984-10-05	2018-08-24	1460.296%	0.422	9.984
MGEE	1980-03-17	2018-08-24	1732.938%	10.000	9.926
MGEN	2014-06-18	2018-08-24	-32.013%	0.120	9.999
MGF	1987-05-20	2018-08-24	-55.400%	10.000	9.875
MGI	2004-08-12	2018-08-24	-95.510%	10.000	9.990
MGIC	1991-08-30	2018-08-24	193.514%	0.646	9.958
MGLN	2004-02-25	2018-08-24	179.286%	100.030	99.950
MGM	1988-05-02	2018-08-24	936.364%	1.810	99.750
MGNX	2013-10-10	2018-08-24	-17.607%	14.360	41.000
MGP	2007-04-02	2018-08-24	178.000%	10.000	9.650
MGPI	1988-10-21	2018-08-24	1420.542%	0.500	99.730
MGRC	1984-11-13	2018-08-24	7605.333%	0.688	9.940
MGU	2005-08-26	2018-08-24	-11.875%	10.000	9.980
MHD	1997-05-06	2018-08-24	-0.553%	10.000	9.970
MHF	1988-11-21	2018-08-24	-28.988%	10.000	9.938
MHI	2003-07-18	2018-08-24	-22.872%	10.010	9.990
MHK	1992-04-01	2018-08-24	2686.488%	10.000	99.900
MHLA	2011-07-27	2018-08-24	-23.002%	16.680	32.650
MHLD	2008-05-06	2018-08-24	-49.375%	1.050	9.900
MHN	1997-09-22	2018-08-24	-17.733%	10.000	9.990
MHNC	2013-11-27	2018-08-24	-11.854%	18.640	27.800
MHO	1993-11-03	2018-08-24	262.852%	10.000	9.980
MIC	2004-12-16	2018-08-24	67.482%	0.780	9.990
MICT	2012-11-16	2018-08-24	-80.154%	0.650	8.750
MIDD	1987-08-10	2018-08-24	15455.653%	0.125	99.957
MIE	2013-03-27	2018-08-24	-46.321%	10.000	9.990
MIK	2014-06-27	2018-08-24	21.445%	14.510	31.365
MILN	2016-05-06	2018-08-24	56.414%	14.400	23.330
MIME	2015-11-19	2018-08-24	309.802%	10.000	9.950
MIN	1988-03-11	2018-08-24	-61.900%	10.000	9.875
MIND	1994-12-19	2018-08-24	34.333%	0.870	9.990
MINDP	2016-06-14	2018-08-24	-4.198%	22.210	24.990
MINI	1994-02-17	2018-08-24	1932.941%	1.312	9.995
MITK	1995-05-26	2018-08-24	691.111%	0.050	9.990
MITL	2010-04-22	2018-08-24	-10.813%	1.920	9.990
MITT	2011-06-30	2018-08-24	-4.328%	10.330	26.940
MIXT	2013-08-09	2018-08-24	-12.307%	10.000	9.970
MIY	1992-11-04	2018-08-24	-15.041%	10.000	9.980
MKC	1980-03-17	2018-08-24	7621.010%	1.000	99.990
MKGI	2015-07-01	2018-08-24	-77.377%	1.100	9.990
MKL	1986-12-12	2018-08-24	12078.199%	10.000	996.380
MKSI	1999-03-30	2018-08-24	553.867%	10.110	99.800
MKTX	2004-11-05	2018-08-24	971.355%	10.000	99.920
MLAB	1984-02-29	2018-08-24	6709.333%	0.250	99.590
MLCO	2006-12-19	2018-08-24	9.095%	10.000	9.990
MLHR	1980-03-17	2018-08-24	4881.622%	0.646	9.990
MLI	1991-02-25	2018-08-24	2262.311%	0.875	9.969
MLM	1994-02-17	2018-08-24	735.614%	100.000	99.960
MLNT	2012-02-06	2018-08-24	-85.096%	10.250	99.350
MLNX	2007-02-08	2018-08-24	310.750%	10.000	96.500
MLP	1994-04-25	2018-08-24	-31.467%	1.830	9.960
MLR	1994-08-02	2018-08-24	131.200%	10.000	99.583
MLVF	2008-05-21	2018-08-24	140.364%	10.002	9.993
MMAC	1996-08-30	2018-08-24	-64.598%	0.400	99.750
MMC	1980-03-17	2018-08-24	1605.316%	10.000	9.979
MMD	2012-08-03	2018-08-24	-0.150%	14.930	21.420
MMDM	2017-06-07	2018-08-24	3.077%	10.010	9.990
MMI	2013-10-31	2018-08-24	173.100%	13.090	53.920
MMLP	2002-11-01	2018-08-24	-32.486%	11.700	48.900
MMM	1970-01-02	2018-08-24	2896.251%	10.000	99.820
MMP	2001-03-19	2018-08-24	808.645%	10.000	90.080
MMS	1997-06-13	2018-08-24	1358.222%	10.002	9.993
MMSI	1990-05-14	2018-08-24	6763.096%	0.816	9.999
MMT	1987-03-05	2018-08-24	-44.593%	10.000	9.875
MMU	1992-07-17	2018-08-24	6.442%	10.000	9.990
MMYT	2010-08-12	2018-08-24	16.824%	10.770	42.880
MN	2011-11-18	2018-08-24	-77.500%	10.000	9.810
MNDO	2000-08-08	2018-08-24	-77.500%	0.580	9.875
MNE	2003-07-30	2018-08-24	-15.067%	10.000	9.990
MNGA	2009-01-05	2018-08-24	-99.633%	0.210	99.000
MNK	2013-06-17	2018-08-24	-21.156%	100.200	99.860
MNKD	2004-07-28	2018-08-24	-98.409%	0.670	99.850
MNLO	2018-01-25	2018-08-24	-72.031%	20.500	9.920
MNOV	2006-12-08	2018-08-24	-12.893%	1.290	9.990
MNP	1993-01-22	2018-08-24	-5.600%	10.000	9.970
MNR	1987-10-01	2018-08-24	179.500%	10.000	9.990
MNRO	1991-07-30	2018-08-24	1569.348%	1.667	9.987
MNST	1985-12-09	2018-08-24	1863664.506%	0.001	9.975
MNTA	2004-06-22	2018-08-24	247.631%	10.000	9.990
MNTX	2005-02-15	2018-08-24	57.681%	0.390	9.990
MO	1970-01-02	2018-08-24	15574.666%	0.292	90.500
MOBL	2014-06-12	2018-08-24	-55.535%	10.000	9.990
MOD	1982-09-20	2018-08-24	947.059%	0.730	9.990
MODN	2013-03-20	2018-08-24	-16.917%	10.000	9.990
